% f evaluations | g evaluations | best noise-free fitness - Fopt (1.238300000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.235000000e+02 +2.473300000e+02 +2.473300000e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
5895 0 +1.164629229e+02 +2.402929229e+02 +2.402929229e+02 -2.4146e-01 +3.0389e-01 +3.4823e-01 +1.6099e-01 -4.9572e-01 +1.1532e-01 +1.0341e+00 +1.1210e-01 +4.0141e-01 -1.2233e+00 -7.2119e-02 -4.2523e-01 -9.9364e-02 +5.5781e-02 +1.3995e-01 +5.3561e-01 -6.8450e-01 -5.3214e-02 -8.9712e-02 +2.0551e-01
6480 0 +1.035735909e+02 +2.274035909e+02 +2.274035909e+02 -5.8197e-02 +1.5853e-01 +7.9603e-01 +1.7200e-01 -1.2369e-01 +4.1667e-02 +7.5987e-01 +1.8549e-01 -1.7386e-01 -8.5428e-01 +1.8186e-02 +1.6525e-01 -4.0589e-01 +9.1067e-02 +6.8054e-01 +4.6711e-01 -8.3738e-01 -4.7517e-01 -2.8291e-01 -1.4199e-01
6510 0 +9.197300754e+01 +2.158030075e+02 +2.158030075e+02 +2.3502e-01 +5.6813e-01 +6.5082e-01 +1.2592e-01 -2.9254e-01 -4.3548e-01 +7.4292e-01 -2.3798e-01 +1.9624e-01 -8.4801e-01 +1.6030e-01 +4.3064e-01 -5.3366e-02 -2.8149e-02 +3.0372e-01 +3.1972e-01 -9.9878e-01 -1.9894e-01 -1.4420e-01 -1.5016e-01
7233 0 +8.404683159e+01 +2.078768316e+02 +2.078768316e+02 -5.9254e-01 +4.7767e-01 +5.4251e-01 -4.0658e-02 -5.1393e-01 +4.5807e-02 +3.2757e-01 +9.0996e-02 -7.9045e-02 -1.0152e+00 -6.1896e-02 -3.6163e-02 -6.3011e-01 -1.2849e-01 +5.5377e-01 +4.6419e-01 -7.2801e-01 +7.2236e-02 +1.4378e-01 -1.2755e-01
7733 0 +7.529867942e+01 +1.991286794e+02 +1.991286794e+02 -2.6537e-01 +4.3611e-01 +3.1605e-01 +1.0600e-01 -3.2834e-01 +1.7149e-01 +8.6478e-01 +2.1257e-01 -1.9315e-01 -8.1981e-01 -1.7893e-01 +1.8869e-02 -3.6740e-01 +8.8382e-02 +5.5288e-01 +4.4376e-01 -7.5116e-01 +2.2063e-01 -1.8397e-01 +8.2222e-02
7786 0 +6.886633312e+01 +1.926963331e+02 +1.926963331e+02 +1.5910e-01 +1.6053e-02 +1.0817e+00 -5.7297e-02 -6.8158e-01 +1.4739e-01 +8.5456e-01 +4.4311e-01 +8.7973e-02 -1.0033e+00 +1.6077e-01 -1.2321e-01 -2.4496e-02 -6.8034e-03 +1.0750e+00 +3.9807e-01 -7.9218e-01 +2.2643e-01 -3.5526e-01 +6.3448e-02
7853 0 +5.861420833e+01 +1.824442083e+02 +1.824442083e+02 -1.3303e-01 +2.2832e-01 +5.8616e-01 -7.8584e-02 -4.8823e-01 +2.4413e-01 +7.3521e-01 +2.0217e-01 -4.7780e-02 -7.8320e-01 -4.2553e-02 -1.8053e-02 -1.8222e-01 +1.6697e-01 +5.0905e-01 +4.7252e-01 -1.1313e+00 +2.9061e-01 -1.5117e-01 +3.5985e-02
8669 0 +5.407964693e+01 +1.779096469e+02 +1.779096469e+02 +1.0155e-01 +5.1117e-01 +6.3810e-01 -2.3405e-01 -3.7494e-01 +1.8188e-01 +4.1405e-01 +1.3716e-02 +1.1010e-01 -8.6287e-01 +1.0498e-01 +3.0514e-01 -2.3900e-01 +1.9688e-01 +6.3540e-01 +4.6454e-01 -1.1723e+00 -3.3145e-01 +2.9033e-02 -2.1681e-02
9380 0 +4.879153966e+01 +1.726215397e+02 +1.726215397e+02 -4.0838e-02 +3.5377e-01 +6.6211e-01 -1.8152e-02 -5.2646e-01 +3.2461e-01 +7.1057e-01 +1.4828e-01 -2.6402e-01 -1.2579e+00 +4.9099e-01 +7.2622e-02 -1.9235e-01 +1.5072e-01 +7.6898e-01 +3.8131e-01 -9.7201e-01 +3.1737e-01 -2.6275e-01 -5.4641e-03
