% f evaluations | g evaluations | best noise-free fitness - Fopt (-5.235000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +8.543530517e+00 -4.380646948e+01 -4.380646948e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 0 +2.941615692e+00 -4.940838431e+01 -4.940838431e+01 +1.2685e+00 -6.9049e-01 +2.9247e+00
9 0 +1.539205754e+00 -5.081079425e+01 -5.081079425e+01 -1.8425e+00 -4.6552e-01 +1.5474e+00
20 0 +1.274644245e+00 -5.107535575e+01 -5.107535575e+01 -1.6154e+00 -2.1042e+00 +2.6229e+00
28 0 +1.041313895e+00 -5.130868611e+01 -5.130868611e+01 -1.8568e+00 -6.9265e-01 +2.4921e+00
55 0 +7.183383859e-01 -5.163166161e+01 -5.163166161e+01 -1.1935e+00 -6.1307e-01 +2.1525e+00
97 0 +6.256876057e-01 -5.172431239e+01 -5.172431239e+01 -1.3706e+00 -1.9173e+00 +2.2732e+00
109 0 +1.901409032e-01 -5.215985910e+01 -5.215985910e+01 -7.1264e-01 -1.4880e+00 +2.4412e+00
133 0 +6.788851186e-02 -5.228211149e+01 -5.228211149e+01 -7.1673e-01 -1.3776e+00 +2.2395e+00
217 0 +1.099106883e-02 -5.233900893e+01 -5.233900893e+01 -9.1732e-01 -1.2909e+00 +2.5518e+00
468 0 +2.876940008e-03 -5.234712306e+01 -5.234712306e+01 -8.5429e-01 -1.3060e+00 +2.4515e+00
477 0 +9.829372035e-04 -5.234901706e+01 -5.234901706e+01 -8.7525e-01 -1.2687e+00 +2.5237e+00
924 0 +9.736222642e-04 -5.234902638e+01 -5.234902638e+01 -8.6463e-01 -1.2253e+00 +2.5486e+00
929 0 +8.857283377e-04 -5.234911427e+01 -5.234911427e+01 -8.7070e-01 -1.2200e+00 +2.5649e+00
1018 0 +6.779302865e-04 -5.234932207e+01 -5.234932207e+01 -8.7473e-01 -1.2013e+00 +2.5899e+00
1065 0 +9.496913147e-05 -5.234990503e+01 -5.234990503e+01 -8.7321e-01 -1.2451e+00 +2.5421e+00
4546 0 +9.261245673e-05 -5.234990739e+01 -5.234990739e+01 -8.6540e-01 -1.2677e+00 +2.5048e+00
4915 0 +9.095826529e-05 -5.234990904e+01 -5.234990904e+01 -8.6562e-01 -1.2674e+00 +2.5055e+00
4956 0 +8.821918342e-05 -5.234991178e+01 -5.234991178e+01 -8.6553e-01 -1.2668e+00 +2.5058e+00
5277 0 +8.500961532e-05 -5.234991499e+01 -5.234991499e+01 -8.6612e-01 -1.2668e+00 +2.5070e+00
5324 0 +8.315885724e-05 -5.234991684e+01 -5.234991684e+01 -8.6605e-01 -1.2666e+00 +2.5070e+00
6270 0 +8.106124113e-05 -5.234991894e+01 -5.234991894e+01 -8.6600e-01 -1.2665e+00 +2.5071e+00
6656 0 +7.942648249e-05 -5.234992057e+01 -5.234992057e+01 -8.6597e-01 -1.2663e+00 +2.5072e+00
7421 0 +7.761434773e-05 -5.234992239e+01 -5.234992239e+01 -8.6589e-01 -1.2661e+00 +2.5072e+00
7920 0 +7.584469629e-05 -5.234992416e+01 -5.234992416e+01 -8.6585e-01 -1.2660e+00 +2.5073e+00
8326 0 +7.405129737e-05 -5.234992595e+01 -5.234992595e+01 -8.6579e-01 -1.2658e+00 +2.5074e+00
8560 0 +7.226170407e-05 -5.234992774e+01 -5.234992774e+01 -8.6568e-01 -1.2656e+00 +2.5074e+00
8900 0 +7.074249621e-05 -5.234992926e+01 -5.234992926e+01 -8.6561e-01 -1.2655e+00 +2.5074e+00
9422 0 +6.915440191e-05 -5.234993085e+01 -5.234993085e+01 -8.6556e-01 -1.2653e+00 +2.5075e+00
10001 0 +6.760604793e-05 -5.234993239e+01 -5.234993239e+01 -8.6552e-01 -1.2651e+00 +2.5076e+00
10767 0 +6.605839421e-05 -5.234993394e+01 -5.234993394e+01 -8.6545e-01 -1.2649e+00 +2.5077e+00
11472 0 +6.451558733e-05 -5.234993548e+01 -5.234993548e+01 -8.6541e-01 -1.2647e+00 +2.5078e+00
11689 0 +6.304017836e-05 -5.234993696e+01 -5.234993696e+01 -8.6531e-01 -1.2645e+00 +2.5078e+00
12517 0 +6.165257184e-05 -5.234993835e+01 -5.234993835e+01 -8.6525e-01 -1.2644e+00 +2.5079e+00
13204 0 +6.025593058e-05 -5.234993974e+01 -5.234993974e+01 -8.6522e-01 -1.2642e+00 +2.5080e+00
13382 0 +5.883877252e-05 -5.234994116e+01 -5.234994116e+01 -8.6521e-01 -1.2640e+00 +2.5082e+00
13776 0 +5.753155711e-05 -5.234994247e+01 -5.234994247e+01 -8.6516e-01 -1.2638e+00 +2.5083e+00
14519 0 +5.621529588e-05 -5.234994378e+01 -5.234994378e+01 -8.6513e-01 -1.2636e+00 +2.5084e+00
15089 0 +5.491116071e-05 -5.234994509e+01 -5.234994509e+01 -8.6501e-01 -1.2634e+00 +2.5085e+00
16883 0 +5.389422833e-05 -5.234994611e+01 -5.234994611e+01 -8.6501e-01 -1.2632e+00 +2.5086e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.795400000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.242671208e+01 -1.671132879e+02 -1.671132879e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00
7 0 +6.311973056e+00 -1.732280269e+02 -1.732280269e+02 -1.2789e+00 -2.5424e+00 -4.2697e+00
10 0 +4.419910703e+00 -1.751200893e+02 -1.751200893e+02 -1.8712e-01 -3.8365e+00 -3.3175e+00
15 0 +4.287710635e+00 -1.752522894e+02 -1.752522894e+02 +1.0515e+00 -3.8011e+00 -3.7453e+00
19 0 +2.071114747e+00 -1.774688853e+02 -1.774688853e+02 -2.5313e-02 -1.1254e+00 -2.4937e+00
26 0 +1.839566766e+00 -1.777004332e+02 -1.777004332e+02 +1.6301e+00 -1.1142e+00 -3.6743e+00
30 0 +2.582528547e-01 -1.792817471e+02 -1.792817471e+02 +2.1911e-01 +6.3778e-01 -3.8302e+00
32 0 +3.040370080e-02 -1.795095963e+02 -1.795095963e+02 +1.0543e+00 +4.8246e-01 -3.2864e+00
452 0 +1.289186270e-02 -1.795271081e+02 -1.795271081e+02 +8.5502e-01 +4.9476e-01 -3.4646e+00
466 0 +2.786984846e-03 -1.795372130e+02 -1.795372130e+02 +8.4445e-01 +5.1244e-01 -3.4772e+00
684 0 +6.515747434e-04 -1.795393484e+02 -1.795393484e+02 +8.6399e-01 +5.0468e-01 -3.4431e+00
927 0 +4.776899462e-04 -1.795395223e+02 -1.795395223e+02 +8.2968e-01 +5.0764e-01 -3.4249e+00
1104 0 +3.720820168e-04 -1.795396279e+02 -1.795396279e+02 +8.6518e-01 +5.0557e-01 -3.4500e+00
1177 0 +3.330032611e-04 -1.795396670e+02 -1.795396670e+02 +7.9970e-01 +5.1275e-01 -3.4505e+00
1197 0 +3.141290983e-04 -1.795396859e+02 -1.795396859e+02 +8.3062e-01 +5.1050e-01 -3.4625e+00
1229 0 +9.764384041e-05 -1.795399024e+02 -1.795399024e+02 +8.2591e-01 +5.0959e-01 -3.4420e+00
1231 0 +4.672869809e-05 -1.795399533e+02 -1.795399533e+02 +7.7649e-01 +5.1581e-01 -3.4523e+00
1404 0 +3.032692587e-05 -1.795399697e+02 -1.795399697e+02 +7.8230e-01 +5.1479e-01 -3.4470e+00
2199 0 +2.233703415e-05 -1.795399777e+02 -1.795399777e+02 +7.7219e-01 +5.1597e-01 -3.4473e+00
2201 0 +1.618119356e-05 -1.795399838e+02 -1.795399838e+02 +7.6945e-01 +5.1655e-01 -3.4509e+00
2220 0 +1.542290647e-05 -1.795399846e+02 -1.795399846e+02 +7.7077e-01 +5.1618e-01 -3.4478e+00
2302 0 +1.029372737e-05 -1.795399897e+02 -1.795399897e+02 +7.7906e-01 +5.1554e-01 -3.4520e+00
2458 0 +8.597490393e-06 -1.795399914e+02 -1.795399914e+02 +7.8552e-01 +5.1468e-01 -3.4504e+00
2498 0 +7.238927310e-06 -1.795399928e+02 -1.795399928e+02 +7.8311e-01 +5.1503e-01 -3.4514e+00
4036 0 +5.510522641e-06 -1.795399945e+02 -1.795399945e+02 +7.8240e-01 +5.1509e-01 -3.4510e+00
4164 0 +2.351196031e-06 -1.795399976e+02 -1.795399976e+02 +7.8412e-01 +5.1479e-01 -3.4495e+00
5098 0 +2.144950145e-06 -1.795399979e+02 -1.795399979e+02 +7.8140e-01 +5.1500e-01 -3.4482e+00
5099 0 +1.862772052e-06 -1.795399981e+02 -1.795399981e+02 +7.8141e-01 +5.1502e-01 -3.4484e+00
5178 0 +1.693962787e-06 -1.795399983e+02 -1.795399983e+02 +7.8180e-01 +5.1501e-01 -3.4489e+00
5566 0 +1.450947764e-06 -1.795399985e+02 -1.795399985e+02 +7.8247e-01 +5.1495e-01 -3.4491e+00
5886 0 +1.436068970e-06 -1.795399986e+02 -1.795399986e+02 +7.8273e-01 +5.1494e-01 -3.4495e+00
5940 0 +1.361044554e-06 -1.795399986e+02 -1.795399986e+02 +7.8292e-01 +5.1492e-01 -3.4494e+00
6056 0 +1.316521889e-06 -1.795399987e+02 -1.795399987e+02 +7.8301e-01 +5.1489e-01 -3.4492e+00
6166 0 +1.250853330e-06 -1.795399987e+02 -1.795399987e+02 +7.8304e-01 +5.1489e-01 -3.4492e+00
6199 0 +1.198651404e-06 -1.795399988e+02 -1.795399988e+02 +7.8318e-01 +5.1487e-01 -3.4492e+00
6297 0 +1.149118191e-06 -1.795399989e+02 -1.795399989e+02 +7.8331e-01 +5.1485e-01 -3.4491e+00
6309 0 +1.134887214e-06 -1.795399989e+02 -1.795399989e+02 +7.8336e-01 +5.1485e-01 -3.4491e+00
6482 0 +1.109383732e-06 -1.795399989e+02 -1.795399989e+02 +7.8341e-01 +5.1484e-01 -3.4491e+00
6560 0 +1.078150376e-06 -1.795399989e+02 -1.795399989e+02 +7.8351e-01 +5.1483e-01 -3.4491e+00
8350 0 +1.073763485e-06 -1.795399989e+02 -1.795399989e+02 +7.8351e-01 +5.1483e-01 -3.4491e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (7.731000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +5.551087869e+00 +8.286108787e+01 +8.286108787e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 0 +3.134583321e+00 +8.044458332e+01 +8.044458332e+01 +9.8350e-01 +1.7965e+00 -2.5153e+00
10 0 +1.996653863e+00 +7.930665386e+01 +7.930665386e+01 +2.2997e+00 -1.1086e-01 -2.6146e+00
16 0 +1.988720516e+00 +7.929872052e+01 +7.929872052e+01 +1.4899e-01 +1.1881e+00 -1.7454e+00
30 0 +1.288888153e+00 +7.859888815e+01 +7.859888815e+01 +1.8779e+00 -1.3403e+00 -1.4700e+00
33 0 +4.333085573e-01 +7.774330856e+01 +7.774330856e+01 +5.5894e-01 -5.9916e-01 -1.5585e+00
39 0 +2.238953319e-01 +7.753389533e+01 +7.753389533e+01 +6.1034e-01 -1.0740e+00 -2.3339e+00
84 0 +2.136690057e-01 +7.752366901e+01 +7.752366901e+01 +1.1767e+00 -7.2741e-01 -2.4716e+00
108 0 +2.079908275e-01 +7.751799083e+01 +7.751799083e+01 +8.4841e-01 -9.5154e-01 -2.2160e+00
127 0 +1.668026709e-01 +7.747680267e+01 +7.747680267e+01 +9.5062e-01 -6.1869e-01 -1.8509e+00
142 0 +1.621555815e-01 +7.747215558e+01 +7.747215558e+01 +1.1497e+00 -6.6961e-01 -2.1038e+00
143 0 +8.594245108e-02 +7.739594245e+01 +7.739594245e+01 +1.1106e+00 -3.8639e-01 -1.8296e+00
145 0 +8.339323217e-03 +7.731833932e+01 +7.731833932e+01 +7.5107e-01 -6.7949e-01 -2.1097e+00
255 0 +7.773373379e-03 +7.731777337e+01 +7.731777337e+01 +9.1264e-01 -5.4965e-01 -2.0362e+00
502 0 +6.452455517e-03 +7.731645246e+01 +7.731645246e+01 +1.0567e+00 -5.2531e-01 -2.1241e+00
560 0 +5.306889604e-03 +7.731530689e+01 +7.731530689e+01 +9.5437e-01 -5.4137e-01 -2.0572e+00
564 0 +1.084483869e-03 +7.731108448e+01 +7.731108448e+01 +9.3682e-01 -5.9041e-01 -2.1306e+00
994 0 +8.610562329e-04 +7.731086106e+01 +7.731086106e+01 +9.5729e-01 -5.5775e-01 -2.0953e+00
1013 0 +8.220094765e-04 +7.731082201e+01 +7.731082201e+01 +9.7153e-01 -5.6286e-01 -2.1164e+00
1182 0 +6.236312383e-04 +7.731062363e+01 +7.731062363e+01 +9.6340e-01 -5.6679e-01 -2.1170e+00
1196 0 +3.459794889e-04 +7.731034598e+01 +7.731034598e+01 +9.4393e-01 -5.6622e-01 -2.0990e+00
1423 0 +2.980349596e-04 +7.731029803e+01 +7.731029803e+01 +9.2237e-01 -5.7795e-01 -2.1006e+00
1512 0 +2.753669655e-04 +7.731027537e+01 +7.731027537e+01 +9.4102e-01 -5.7039e-01 -2.1033e+00
1667 0 +2.520715532e-04 +7.731025207e+01 +7.731025207e+01 +9.3294e-01 -5.7125e-01 -2.0981e+00
1853 0 +2.379285029e-04 +7.731023793e+01 +7.731023793e+01 +9.3784e-01 -5.7143e-01 -2.1024e+00
1930 0 +2.234910793e-04 +7.731022349e+01 +7.731022349e+01 +9.3090e-01 -5.7547e-01 -2.1030e+00
2071 0 +2.049711174e-04 +7.731020497e+01 +7.731020497e+01 +9.3131e-01 -5.7672e-01 -2.1060e+00
2460 0 +1.523572458e-04 +7.731015236e+01 +7.731015236e+01 +9.3398e-01 -5.7702e-01 -2.1084e+00
2732 0 +1.408722103e-04 +7.731014087e+01 +7.731014087e+01 +9.2779e-01 -5.7788e-01 -2.1047e+00
2894 0 +1.352963424e-04 +7.731013530e+01 +7.731013530e+01 +9.2738e-01 -5.7813e-01 -2.1047e+00
21753 0 +1.348631669e-04 +7.731013486e+01 +7.731013486e+01 +9.2950e-01 -5.7735e-01 -2.1052e+00
22172 0 +1.317541937e-04 +7.731013175e+01 +7.731013175e+01 +9.2953e-01 -5.7756e-01 -2.1056e+00
22665 0 +1.286947258e-04 +7.731012869e+01 +7.731012869e+01 +9.2951e-01 -5.7779e-01 -2.1059e+00
23146 0 +1.258680698e-04 +7.731012587e+01 +7.731012587e+01 +9.2944e-01 -5.7800e-01 -2.1062e+00
24085 0 +1.230114484e-04 +7.731012301e+01 +7.731012301e+01 +9.2926e-01 -5.7824e-01 -2.1064e+00
25389 0 +1.202162768e-04 +7.731012022e+01 +7.731012022e+01 +9.2895e-01 -5.7847e-01 -2.1066e+00
26293 0 +1.174781806e-04 +7.731011748e+01 +7.731011748e+01 +9.2862e-01 -5.7870e-01 -2.1067e+00
27450 0 +1.148085530e-04 +7.731011481e+01 +7.731011481e+01 +9.2850e-01 -5.7893e-01 -2.1069e+00
28387 0 +1.121237033e-04 +7.731011212e+01 +7.731011212e+01 +9.2845e-01 -5.7916e-01 -2.1073e+00
29113 0 +1.096373971e-04 +7.731010964e+01 +7.731010964e+01 +9.2845e-01 -5.7938e-01 -2.1076e+00
30004 0 +1.075080507e-04 +7.731010751e+01 +7.731010751e+01 +9.2835e-01 -5.7958e-01 -2.1079e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (3.992000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +4.677874282e+00 +4.459787428e+01 +4.459787428e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00
39 0 +2.613470519e+00 +4.253347052e+01 +4.253347052e+01 +1.2574e+00 -1.0641e+00 +1.9440e+00
83 0 +2.040581575e+00 +4.196058157e+01 +4.196058157e+01 +2.0521e+00 -1.6893e+00 +2.0236e+00
125 0 +1.096674060e+00 +4.101667406e+01 +4.101667406e+01 +4.0237e+00 -3.4300e-01 +1.5279e+00
144 0 +8.558618585e-01 +4.077586186e+01 +4.077586186e+01 +4.8364e+00 -5.2447e-01 +2.7114e+00
147 0 +6.088963234e-01 +4.052889632e+01 +4.052889632e+01 +3.8658e+00 -8.5218e-01 +1.6138e+00
149 0 +2.962515736e-01 +4.021625157e+01 +4.021625157e+01 +3.7714e+00 -1.1126e+00 +2.9257e+00
180 0 +1.393433246e-01 +4.005934332e+01 +4.005934332e+01 +3.9435e+00 -1.5133e+00 +2.2253e+00
215 0 +9.739525319e-02 +4.001739525e+01 +4.001739525e+01 +3.8392e+00 -9.1058e-01 +2.5855e+00
245 0 +3.889097145e-02 +3.995889097e+01 +3.995889097e+01 +4.0674e+00 -7.4242e-01 +2.4335e+00
388 0 +6.575613909e-03 +3.992657561e+01 +3.992657561e+01 +3.9483e+00 -9.5918e-01 +2.5058e+00
634 0 +6.359122180e-03 +3.992635912e+01 +3.992635912e+01 +3.9891e+00 -1.0213e+00 +2.3304e+00
839 0 +4.056447945e-03 +3.992405645e+01 +3.992405645e+01 +3.9430e+00 -1.0426e+00 +2.4253e+00
864 0 +3.727016059e-03 +3.992372702e+01 +3.992372702e+01 +3.9443e+00 -1.0821e+00 +2.3769e+00
866 0 +3.325775172e-03 +3.992332578e+01 +3.992332578e+01 +3.9276e+00 -1.1066e+00 +2.4179e+00
880 0 +2.617175757e-03 +3.992261718e+01 +3.992261718e+01 +3.9470e+00 -1.1174e+00 +2.3493e+00
977 0 +9.619688170e-04 +3.992096197e+01 +3.992096197e+01 +3.9533e+00 -1.1040e+00 +2.3394e+00
978 0 +6.419236971e-04 +3.992064192e+01 +3.992064192e+01 +3.9603e+00 -1.0363e+00 +2.3967e+00
1103 0 +2.198349260e-04 +3.992021983e+01 +3.992021983e+01 +3.9610e+00 -1.0422e+00 +2.3863e+00
1271 0 +1.522254243e-04 +3.992015223e+01 +3.992015223e+01 +3.9623e+00 -1.0320e+00 +2.3938e+00
7087 0 +1.513254981e-04 +3.992015133e+01 +3.992015133e+01 +3.9634e+00 -1.0219e+00 +2.4019e+00
7373 0 +1.478780194e-04 +3.992014788e+01 +3.992014788e+01 +3.9633e+00 -1.0222e+00 +2.4021e+00
7575 0 +1.445170524e-04 +3.992014452e+01 +3.992014452e+01 +3.9632e+00 -1.0225e+00 +2.4021e+00
7694 0 +1.405240827e-04 +3.992014052e+01 +3.992014052e+01 +3.9629e+00 -1.0229e+00 +2.4023e+00
7801 0 +1.380379376e-04 +3.992013804e+01 +3.992013804e+01 +3.9629e+00 -1.0232e+00 +2.4022e+00
7972 0 +1.348586848e-04 +3.992013486e+01 +3.992013486e+01 +3.9628e+00 -1.0235e+00 +2.4021e+00
8474 0 +1.317785501e-04 +3.992013178e+01 +3.992013178e+01 +3.9627e+00 -1.0239e+00 +2.4020e+00
8669 0 +1.286696069e-04 +3.992012867e+01 +3.992012867e+01 +3.9625e+00 -1.0242e+00 +2.4021e+00
9127 0 +1.256757387e-04 +3.992012568e+01 +3.992012568e+01 +3.9624e+00 -1.0245e+00 +2.4021e+00
9502 0 +1.229211631e-04 +3.992012292e+01 +3.992012292e+01 +3.9622e+00 -1.0248e+00 +2.4021e+00
10094 0 +1.202239552e-04 +3.992012022e+01 +3.992012022e+01 +3.9622e+00 -1.0252e+00 +2.4019e+00
10611 0 +1.173777357e-04 +3.992011738e+01 +3.992011738e+01 +3.9621e+00 -1.0256e+00 +2.4017e+00
11005 0 +1.145597557e-04 +3.992011456e+01 +3.992011456e+01 +3.9620e+00 -1.0260e+00 +2.4013e+00
11535 0 +1.121310631e-04 +3.992011213e+01 +3.992011213e+01 +3.9620e+00 -1.0263e+00 +2.4012e+00
11867 0 +1.095478951e-04 +3.992010955e+01 +3.992010955e+01 +3.9618e+00 -1.0267e+00 +2.4012e+00
12313 0 +1.070849988e-04 +3.992010708e+01 +3.992010708e+01 +3.9618e+00 -1.0270e+00 +2.4011e+00
12557 0 +1.046535035e-04 +3.992010465e+01 +3.992010465e+01 +3.9616e+00 -1.0273e+00 +2.4010e+00
13117 0 +1.022870660e-04 +3.992010229e+01 +3.992010229e+01 +3.9615e+00 -1.0276e+00 +2.4011e+00
13204 0 +9.987869007e-05 +3.992009988e+01 +3.992009988e+01 +3.9614e+00 -1.0279e+00 +2.4011e+00
